mal_id,title,title_english,title_japanese,title_synonyms,year,season,season_label,score,scored_by,rank,popularity,members,favorites,episodes,type,status,airing,approved,duration,rating,source,broadcast,aired_from,aired_to,trailer_url,is_hentai,is_japanese,studios,studios_count,producers,producers_count,licensors,licensors_count,genres,genres_count,themes,themes_count,demographics,demographics_count,synopsis_short,background_short,url
356,Fate/stay night,Fate/stay night,Fate/stay night,Fate - Stay Night,2006,winter,Winter 2006,7.27,549467,3249,190,1008579,7710,24,TV,Finished Airing,False,True,24 min per ep,R - 17+ (violence & profanity),Visual novel,Saturdays at 01:30 (JST),2006-01-07T00:00:00+00:00,2006-06-17T00:00:00+00:00,https://www.youtube-nocookie.com/embed/gy1MP1j_oXM?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio Deen,1,Frontier Works|TBS|KlockWorx|Notes|Geneon Entertainment,5,Sentai Filmworks|Geneon Entertainment USA,2,Action|Fantasy|Romance,3,Urban Fantasy,1,,0,"After a mysterious inferno kills his family, Shirou is saved and adopted by Kiritsugu Emiya, who teaches him the ways of magic and justice.  One night, years after Kiritsugu's death, Shirou is cleanin...","Fate/stay night is based on the first route of Type-Moon's visual novel of the same title, with elements from the second and third route combined in. Originally released in 2004 for Microsoft Windows,...",https://myanimelist.net/anime/356/Fate_stay_night
790,Ergo Proxy,Ergo Proxy,エルゴプラクシー,,2006,winter,Winter 2006,7.9,259572,916,328,721362,14958,23,TV,Finished Airing,False,True,25 min per ep,R - 17+ (violence & profanity),Original,Saturdays at 19:00 (JST),2006-02-25T00:00:00+00:00,2006-08-12T00:00:00+00:00,,False,True,Manglobe,1,WOWOW|Rondo Robe|Geneon Entertainment USA|Geneon Entertainment,4,Funimation,1,Mystery|Sci-Fi|Suspense,3,Adult Cast|Psychological,2,,0,"Within the domed city of Romdo lies one of the last human civilizations on Earth. Thousands of years ago, a global ecological catastrophe doomed the planet; now, life outside these domes is virtually ...",,https://myanimelist.net/anime/790/Ergo_Proxy
710,Rec,,レック,Rec,2006,winter,Winter 2006,7.27,59553,3282,2154,118199,326,9,TV,Finished Airing,False,True,13 min per ep,PG-13 - Teens 13 or older,Manga,Fridays at 01:55 (JST),2006-02-03T00:00:00+00:00,2006-03-31T00:00:00+00:00,,False,True,Shaft,1,Frontier Works|Pony Canyon|TBS|Movic|Shogakukan,5,,0,Comedy|Romance,2,Adult Cast|Showbiz,2,Seinen,1,"After being stood up for a movie date, marketing employee Fumihiko Matsumaru is about to throw away his tickets when he is stopped by a girl who implores him to let her accompany him instead. Thanks t...","The episodes of Rec are titled after movies featuring Audrey Hepburn, Onda's dream idol. The opening sequence also contains many glamour shots with Onda dunning Hepburn's famous costumes in various mo...",https://myanimelist.net/anime/710/Rec
587,Hanbun no Tsuki ga Noboru Sora,Looking Up At The Half-Moon,半分の月がのぼる空,Hantsuki,2006,winter,Winter 2006,7.45,50168,2365,2329,105496,498,6,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Light novel,Fridays at 00:30 (JST),2006-01-13T00:00:00+00:00,2006-02-24T00:00:00+00:00,,False,True,Group TAC,1,Pony Canyon|Dream Force,2,Nozomi Entertainment|Crimson Star Media,2,Drama|Romance,2,,0,,0,"After contracting hepatitis A, Ezaki Yuuichi has been confined to a hospital, away from his friends and family, much to his displeasure. To relieve his boredom, he has taken to sneaking out of the hos...",,https://myanimelist.net/anime/587/Hanbun_no_Tsuki_ga_Noboru_Sora
586,Ayakashi: Japanese Classic Horror,Ayakashi: Samurai Horror Tales,怪～ayakashi～ Japanese Classic Horror,,2006,winter,Winter 2006,7.37,28390,2716,2648,86469,316,11,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Other,Fridays at 00:35 (JST),2006-01-13T00:00:00+00:00,2006-03-24T00:00:00+00:00,,False,True,Toei Animation,1,Dentsu|SKY Perfect Well Think|Fuji TV|Asmik Ace|Sony Music Entertainment,5,Discotek Media|Geneon Entertainment USA,2,Horror|Mystery|Supernatural|Suspense,4,Adult Cast|Historical|Mythology|Psychological,4,,0,"A collection of three classic Japanese horror stories: ""Yotsuya Kaidan"", the story of a wife betrayed by her husband who seeks vengeance even in death. ""Tenshu Monogatari"", the story of forbidden love...",Ayakashi: Japanese Classic Horror aired on Fuji Television's noitaminA block.,https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror
558,Major S2,,メジャー (第2シリーズ),,2006,winter,Winter 2006,8.18,47904,478,2842,76831,313,26,TV,Finished Airing,False,True,25 min per ep,PG-13 - Teens 13 or older,Manga,Saturdays at 18:00 (JST),2005-12-10T00:00:00+00:00,2006-06-10T00:00:00+00:00,,False,True,Studio Hibari,1,NHK|NHK Enterprises|Shogakukan Productions,3,,0,Sports,1,Team Sports,1,Shounen,1,"Gorou Honda has finally returned to Mifune East Junior High School, surprising his friends upon arrival. Now, Gorou is once again surrounded by those he holds closest, and he strives to continue playi...",,https://myanimelist.net/anime/558/Major_S2
667,Kashimashi: Girl Meets Girl,Girl Meets Girl,かしまし〜ガール・ミーツ・ガール〜,Kasimasi: Girl Meets Girl,2006,winter,Winter 2006,6.63,24742,7019,3452,54771,190,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Thursdays at 01:30 (JST),2006-01-12T00:00:00+00:00,2006-03-30T00:00:00+00:00,,False,True,Studio Hibari,1,Bandai Visual|Lantis,2,Media Blasters|Discotek Media,2,Comedy|Drama|Girls Love,3,Love Polygon|Magical Sex Shift|School,3,,0,"Hazumu was a shy boy who enjoyed gardening, collecting herbs, and long walks in the mountains. One day he finally worked up the courage to confess his love to Yasuna, but she rejected him.   Depressed...",,https://myanimelist.net/anime/667/Kashimashi__Girl_Meets_Girl
886,Amaenaide yo!! Katsu!!,Ah My Buddha Katsu,あまえないでよっ!! 喝!!,Amaenaideyo!! 2|Amaenaideyo!! Katsu,2006,winter,Winter 2006,6.63,27511,6986,3462,54434,43,12,TV,Finished Airing,False,True,24 min per ep,R+ - Mild Nudity,Manga,Wednesdays at 11:00 (JST),2006-01-04T00:00:00+00:00,2006-03-22T00:00:00+00:00,,False,True,Studio Deen,1,,0,Nozomi Entertainment|Media Blasters,2,Comedy|Romance|Supernatural|Ecchi,4,Harem,1,Seinen,1,"In this sequel, a girl named Kazusano Kazuki joins up with the 6 girls and Ikko. With Kazuki around, Ikko will find himself in more embarrassing situations with these priestesses-in-training.  (Source...",,https://myanimelist.net/anime/886/Amaenaide_yo_Katsu
576,Magikano,,マジカノ,,2006,winter,Winter 2006,6.31,16649,9053,4259,37250,45,13,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Unknown,2006-01-01T00:00:00+00:00,2006-04-01T00:00:00+00:00,,False,True,Tokyo Kids,1,Lantis|DAX Production,2,ADV Films|Funimation,2,Comedy|Fantasy|Romance,3,Harem,1,Shounen,1,Ayumi Mamiya is a witch cursed to lose her powers and only one boy can break the spell. Haruo Yoshikawa thinks he is a normal boy but unknown to him his three sisters have magical powers and keep him ...,,https://myanimelist.net/anime/576/Magikano
590,Kage kara Mamoru!,Guardian Ninja Mamoru,陰からマモル！,Protect from the Shadows!,2006,winter,Winter 2006,6.6,12341,7201,4817,28328,28,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Light novel,Sundays at 02:50 (JST),2006-01-08T00:00:00+00:00,2006-03-26T00:00:00+00:00,,False,True,Group TAC,1,Aniplex|Studio Tulip|Tohokushinsha Film Corporation,3,Sentai Filmworks,1,Comedy|Romance,2,,0,,0,"Kagemori Mamoru is a dowdy boy whose hair is disheveled and who wears thick glasses, but he is actually the son of a ninja family. They have protected their neighbors, the Konnyaku family, secretly fo...",,https://myanimelist.net/anime/590/Kage_kara_Mamoru
750,Binchou-tan,,びんちょうタン,Binchotan,2006,winter,Winter 2006,7.22,5863,3546,5843,17542,160,12,TV,Finished Airing,False,True,12 min per ep,G - All Ages,Manga,Fridays at 01:55 (JST),2006-02-03T00:00:00+00:00,2006-04-16T00:00:00+00:00,,False,True,Studio Deen,1,Bandai Visual|Frontier Works|TBS|Alchemist,4,,0,Slice of Life,1,Iyashikei,1,Shounen,1,This is a story about a little girl who lives in an old house in the mountains. Her name is Bincho-tan. Each episode depicts a day in the life of Bincho-tan as she prepares her breakfast in the mornin...,,https://myanimelist.net/anime/750/Binchou-tan
798,Yomigaeru Sora: Rescue Wings,,よみがえる空 -Rescue Wings-,,2006,winter,Winter 2006,7.41,4975,2588,5952,16714,52,12,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Original,Unknown,2006-01-09T00:00:00+00:00,2006-03-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/rSA6JSGlS_4?enablejsapi=1&wmode=opaque&autoplay=1,False,True,J.C.Staff,1,Bandai Visual|Lantis|Imagine,3,,0,Drama,1,Adult Cast|Military|Workplace,3,,0,"Kazuhiro Uchida is transferred to a rescue centre located in a small town while training to become a fighter pilot. Initially, Kazuhiro thinks negatively about his new occupation, due to the difficult...",,https://myanimelist.net/anime/798/Yomigaeru_Sora__Rescue_Wings
1534,Futari wa Precure: Splash☆Star,Pretty Cure Splash Star,ふたりはプリキュア Splash☆Star,,2006,winter,Winter 2006,7.27,6475,3252,5986,16421,95,49,TV,Finished Airing,False,True,24 min per ep,G - All Ages,Original,Sundays at 08:30 (JST),2006-02-05T00:00:00+00:00,2007-01-28T00:00:00+00:00,,False,True,Toei Animation,1,Asahi Broadcasting,1,,0,Action|Comedy,2,Mahou Shoujo,1,,0,"During the summer festival five years ago, two girls met at a mysterious tree and saw two glowing spheres. Now, these two girls--Saki Hyuuga, ace pitcher on the school softball team; and Mai Mishou, w...",,https://myanimelist.net/anime/1534/Futari_wa_Precure__Splash☆Star
817,Tactical Roar,,タクティカルロア,Tactical Rawr,2006,winter,Winter 2006,6.45,4032,8206,6920,11442,11,13,TV,Finished Airing,False,True,25 min per ep,PG-13 - Teens 13 or older,Original,Unknown,2006-01-08T00:00:00+00:00,2006-04-02T00:00:00+00:00,,False,True,Actas,1,Bandai Visual|Lantis,2,,0,Comedy|Romance|Sci-Fi,3,Military,1,,0,"In the near future the world's climate shifted creating in the Western Pacific a perpetual super cyclone: the Grand Roar that altered the earth, flooding most countries. Shipping and navigation became...",,https://myanimelist.net/anime/817/Tactical_Roar
1655,Nerima Daikon Brothers,Nerima Daikon Brothers,練馬大根ブラザーズ,Oroshitate Musical Nerima Daikon Brothers|Dress-up Musical Nerima Daikon Brothers,2006,winter,Winter 2006,7.28,3883,3208,7329,9978,73,12,TV,Finished Airing,False,True,24 min per ep,R+ - Mild Nudity,Original,Unknown,2006-01-10T00:00:00+00:00,2006-03-28T00:00:00+00:00,,False,True,Studio Hibari,1,Aniplex,1,ADV Films|Funimation,2,Comedy,1,Music,1,,0,"In the town of Nerima, the boisterous Hideki and his stoic brother Ichiro run a daikon radish farm along with Mako, their bubbly but vain cousin. The three dream of raising the money needed to build t...",,https://myanimelist.net/anime/1655/Nerima_Daikon_Brothers
577,Kagi Hime Monogatari: Eikyuu Alice Rondo,Eternal Alice,鍵姫物語 永久アリス輪舞曲,Kagi Hime Monogatari: Eikyuu Alice Rinbukyoku|Kagihime Monogatari: Eikyuu Alice Rondo|Key Princess Story: Eternal Alice Rondo,2006,winter,Winter 2006,6.29,2980,9177,7356,9886,17,13,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Wednesdays at 01:45 (JST),2006-01-04T00:00:00+00:00,2006-03-29T00:00:00+00:00,,False,True,Trinet Entertainment|Picture Magic,2,Mellow Head,1,Discotek Media,1,,0,Mahou Shoujo,1,,0,"Average high school student Aruto Kirihara is obsessed with the Alice stories, written in this alternate world by the enigmatic recluse, Alternite L. Tachyon. One night, while writing his own version ...",,https://myanimelist.net/anime/577/Kagi_Hime_Monogatari__Eikyuu_Alice_Rondo
671,Lemon Angel Project,,レモン エンジェル プロジェクト,,2006,winter,Winter 2006,6.56,3210,7465,7470,9489,18,13,TV,Finished Airing,False,True,24 min per ep,PG - Children,Other,Unknown,2006-01-06T00:00:00+00:00,2006-03-31T00:00:00+00:00,,False,True,Radix,1,,0,,0,Drama,1,Idols (Female)|Music,2,,0,"Lemon Angel was once the greatest girl band of Japan, but then it broke up and most of its members vanished. When a music producer decides to put together a new Lemon Angel, average high schooler Tomo...",This series is loosely based on the 80's J-pop group Lemon Angel.,https://myanimelist.net/anime/671/Lemon_Angel_Project
771,Ginyuu Mokushiroku Meine Liebe Wieder,,吟遊黙示録マイネリーベ ヴィーダー,Meine Liebe Wieder,2006,winter,Winter 2006,6.68,2552,6660,7831,8442,22,13,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Visual novel,Unknown,2006-01-22T00:00:00+00:00,2006-04-13T00:00:00+00:00,,False,True,Bee Train,1,Marvelous Entertainment,1,,0,Drama|Fantasy,2,School,1,,0,"The Strahl candidates are enjoying a brief holiday in their various homes. However, many surprises await them when they finally come back to their elite boarding school: Rosenstolz Academy. There is a...",,https://myanimelist.net/anime/771/Ginyuu_Mokushiroku_Meine_Liebe_Wieder
5968,Kinnikuman II Sei: Ultimate Muscle 2,,キン肉マンII世 ULTIMATE MUSCLE 2,Kinnikuman Nisei: Ultimate Muscle 2,2006,winter,Winter 2006,7.01,3680,4741,8041,7870,5,13,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Unknown,2006-01-05T00:00:00+00:00,2006-03-30T00:00:00+00:00,,False,True,Toei Animation,1,,0,4Kids Entertainment|Discotek Media,2,Comedy|Sci-Fi|Sports,3,Combat Sports,1,,0,"Mantaro has made it to the semifinal match of the Chojin Cup. He must now fight Ricardo in a soccer field to advance to the last match. Kevin Mask is also in the semifinals, and must defeat Ilioukhine...",,https://myanimelist.net/anime/5968/Kinnikuman_II_Sei__Ultimate_Muscle_2
3112,Papillon Rose,Papillon Rose,パピヨンローゼ,Papillon Rose: New Season,2006,winter,Winter 2006,4.7,1580,14701,9168,5678,7,6,TV,Finished Airing,False,True,24 min per ep,R+ - Mild Nudity,Other,Fridays at 03:23 (JST),2006-02-10T00:00:00+00:00,2006-03-17T00:00:00+00:00,,False,True,Studio Kelmadick,1,,0,Maiden Japan,1,Comedy|Ecchi,2,Mahou Shoujo|Parody,2,,0,"The story takes place one year after the OVA.  Because of the previous war, Kabucki-cho was devastated, and the owner abandoned his lingerie pub, ""Pallion,"" and opened ""New Papillion"" in Akihabara. Du...",,https://myanimelist.net/anime/3112/Papillon_Rose
2285,D.I.C.E.,,ディノブレイカー,DICE|DNA Integrated Cybernetic Enterprises|DINOBREAKER,2006,winter,Winter 2006,6.38,2507,8597,9350,5390,21,40,TV,Finished Airing,False,True,25 min per ep,PG - Children,Original,Unknown,2005-12-06T00:00:00+00:00,2006-09-19T00:00:00+00:00,,False,True,Xebec,1,,0,Bandai Entertainment,1,Adventure|Sci-Fi,2,Mecha,1,Kids,1,DICE (DNA Integrated Cybernetic Enterprises) is a large organization established to deal with problems in the Sarbylion galaxy. DICE F-99 is the only unit comprised entirely of children.  When a probl...,,https://myanimelist.net/anime/2285/DICE
2244,Rakugo Tennyo Oyui,,落語天女おゆい,Magical Travelers,2006,winter,Winter 2006,6.11,611,10232,11355,2972,2,12,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Unknown,Unknown,2006-01-05T00:00:00+00:00,2006-03-23T00:00:00+00:00,,False,True,TNK,1,Three Fat Samurai,1,,0,Comedy,1,Historical|Performing Arts,2,,0,Five girls including Yui Tsukishima were summoned into the end of Edo period by the power of mystic stones jewel (known as Hojous'). They became the current Tennyo replacing the previous Tennyo who fe...,,https://myanimelist.net/anime/2244/Rakugo_Tennyo_Oyui
4563,Bakukyuu Hit! Crash B-Daman,,爆球HIT! クラッシュビーダマン,Bakukyuu Hit! Crash B-Daman,2006,winter,Winter 2006,6.37,970,8654,11779,2656,13,50,TV,Finished Airing,False,True,23 min per ep,PG - Children,Unknown,Mondays at 18:00 (JST),2006-01-09T00:00:00+00:00,2006-12-25T00:00:00+00:00,,False,True,,0,,0,,0,Adventure,1,Strategy Game,1,Kids,1,"Hitto Tamaga living on his own after his father had gone missing, receives a Crash B-Daman, his first B-Daman, as his birthday present from his missing father.  ""Crash your adversity!""  Holding this m...",,https://myanimelist.net/anime/4563/Bakukyuu_Hit_Crash_B-Daman
2232,Funny Pets,,ファニーペッツ,,2006,winter,Winter 2006,4.94,683,14451,13254,1711,6,12,TV,Finished Airing,False,True,6 min per ep,PG-13 - Teens 13 or older,Original,Wednesdays at 01:30 (JST),2006-01-11T00:00:00+00:00,2006-03-29T00:00:00+00:00,,False,True,,0,KBS,1,,0,Comedy,1,,0,,0,"One day an armada of Unidentified Flying Objects (UFO) came out of nowhere under the full moon.  One of them mistakenly fell to the Earth.  The two Extra-Terrestrials, Crescent and Corona, who were on...",,https://myanimelist.net/anime/2232/Funny_Pets
4101,Wanwan Celepoo Soreyuke! Tetsunoshin,,ワンワンセレプー それゆけ！徹之進,Wan Wan Celepoo Sore Yuke! Tetsunoshin,2006,winter,Winter 2006,6.74,337,6274,13732,1491,2,51,TV,Finished Airing,False,True,23 min per ep,G - All Ages,Original,Unknown,2006-01-07T00:00:00+00:00,2006-12-30T00:00:00+00:00,,False,True,Studio Comet,1,Tokyu Agency|We've Inc.,2,,0,Comedy|Fantasy,2,Pets,1,Kids,1,"The Inuyama Family, along with their pet dog Tetsunoshin moves to the famous Hoppongi Hills (modeled after Roppongi Hills) from Kyushu. Rumi Inuyama's father owns an IT Company in Japan and is a step ...",,https://myanimelist.net/anime/4101/Wanwan_Celepoo_Soreyuke_Tetsunoshin
3769,Play Ball 2nd,Play Ball 2nd,プレイボール2nd,Playball 2nd,2006,winter,Winter 2006,6.17,157,9876,15903,870,2,13,TV,Finished Airing,False,True,24 min per ep,G - All Ages,Manga,Tuesdays at 02:00 (JST),2006-01-10T00:00:00+00:00,2006-03-28T00:00:00+00:00,,False,True,Magic Bus,1,Eiken|Avex Mode,2,,0,Sports,1,Team Sports,1,Shounen,1,A continuation of the Play Ball TV series.,,https://myanimelist.net/anime/3769/Play_Ball_2nd
27451,Porong Porong Pororo 2,Pororo the Little Penguin 2,뽀롱뽀롱 뽀로로 2,,2006,winter,Winter 2006,5.93,290,11215,16590,746,0,52,TV,Finished Airing,False,True,5 min per ep,G - All Ages,Original,Unknown,2005-12-03T00:00:00+00:00,2006-05-28T00:00:00+00:00,,False,False,Ocon Studio,1,,0,,0,,0,,0,Kids,1,A direct continuation of the previous season that starts with the introduction of a new character called Petty who is a female penguin.,,https://myanimelist.net/anime/27451/Porong_Porong_Pororo_2
34358,Ocha-ken: Hotto Monogatari,,お茶犬〜「ほっ」とものがたり〜,,2006,winter,Winter 2006,5.98,129,10937,18068,560,1,13,TV,Finished Airing,False,True,3 min per ep,G - All Ages,Other,Unknown,2006-01-16T00:00:00+00:00,2006-04-10T00:00:00+00:00,,False,True,,0,Four Some,1,,0,Slice of Life,1,,0,Kids,1,The second Ocha-ken series features the Tea Dogs interacting with humans.,,https://myanimelist.net/anime/34358/Ocha-ken__Hotto_Monogatari
853,Ouran Koukou Host Club,Ouran High School Host Club,桜蘭高校ホスト部,Ohran Koko Host Club|Ouran Koukou Hosutobu|Ouran Koukou Host Bu|OHSHC,2006,spring,Spring 2006,8.16,732794,508,136,1236609,37413,26,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Manga,Wednesdays at 00:50 (JST),2006-04-05T00:00:00+00:00,2006-09-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/NcC5VCE2Its?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Bones,1,VAP|Hakusensha|Nippon Television Network|Fonishia,4,Funimation,1,Comedy|Romance,2,Crossdressing|Reverse Harem|School,3,Shoujo,1,"Haruhi Fujioka is a studious girl who has recently enrolled at the prestigious Ouran Academy. One day, while looking for a quiet and peaceful place to study, she stumbles across a seemingly unused mus...","In addition to this anime and the source manga, Ouran Koukou Host Club also received a visual novel adaptation for PlayStation 2 in 2007 and Nintendo DS in 2009. Furthermore, it spawned a live-action ...",https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club
918,Gintama,Gintama,銀魂,Gin Tama|Silver Soul|Yorinuki Gintama-san,2006,spring,Spring 2006,8.93,426192,20,147,1160629,62204,201,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Thursdays at 18:00 (JST),2006-04-04T00:00:00+00:00,2010-03-25T00:00:00+00:00,,False,True,Sunrise,1,TV Tokyo|Aniplex|Dentsu|Trinity Sound|Miracle Robo|Shueisha,6,Sentai Filmworks|Crunchyroll,2,Action|Comedy|Sci-Fi,3,Gag Humor|Historical|Parody|Samurai,4,Shounen,1,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem un...","Gintama adapts chapters 1-292 of original manga. The series received high-definition reruns of older episodes by TV Tokyo from April 5, 2010, to March 28, 2011, under the name Yorinuki Gintama-san, wh...",https://myanimelist.net/anime/918/Gintama
889,Black Lagoon,Black Lagoon,BLACK LAGOON,,2006,spring,Spring 2006,8.04,538910,672,165,1117867,21035,12,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Manga,Sundays at 02:35 (JST),2006-04-09T00:00:00+00:00,2006-06-25T00:00:00+00:00,https://www.youtube-nocookie.com/embed/d4EbGC7fKnQ?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Madhouse,1,Geneon Entertainment|Arts Pro,2,Funimation|Geneon Entertainment USA,2,Action,1,Adult Cast|Organized Crime,2,Seinen,1,"Salaryman Rokurou Okajima spends his days trying to climb his company's corporate ladder, until one day when a business negotiation in Thailand goes awry. During the botched deal, he falls hostage to ...","Black Lagoon was released on DVD by Geneon Entertainment from May 22, 2007 to September 18, 2007. Following a 2008 agreement regarding distribution rights, Funimation Entertainment also published the ...",https://myanimelist.net/anime/889/Black_Lagoon
849,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,Suzumiya Haruhi no Yuuutsu,2006,spring,Spring 2006,7.82,505466,1118,200,985366,15875,14,TV,Finished Airing,False,True,23 min per ep,PG-13 - Teens 13 or older,Light novel,Mondays at 00:00 (JST),2006-04-03T00:00:00+00:00,2006-07-03T00:00:00+00:00,,False,True,Kyoto Animation,1,Lantis|Kadokawa Shoten|Rakuonsha|KlockWorx,4,Funimation|Bandai Entertainment|Kadokawa Pictures USA,3,Award Winning|Comedy|Mystery|Sci-Fi,4,School,1,,0,"If a survey were conducted to see if people believed in aliens, time travelers, or maybe espers, most would say they do not; average high school student Kyon considers himself among the non-believers....","Suzumiya Haruhi no Yuuutsu aired in a nonlinear order. During the episode previews, Haruhi announces the chronological position of the next episode, while Kyon announces its position in the broadcast ...",https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu
934,Higurashi no Naku Koro ni,Higurashi: When They Cry,ひぐらしのなく頃に,When the Cicadas Cry|The Moment the Cicadas Cry,2006,spring,Spring 2006,7.87,417542,985,255,861363,22282,26,TV,Finished Airing,False,True,24 min per ep,R - 17+ (violence & profanity),Visual novel,Wednesdays at 01:30 (JST),2006-04-05T00:00:00+00:00,2006-09-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/PmhjwwY3-f8?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Studio Deen,1,Frontier Works|Sotsu|DAX Production,3,Sentai Filmworks|Discotek Media|Geneon Entertainment USA,3,Horror|Mystery|Suspense,3,Gore|Psychological,2,,0,"Keiichi Maebara has just moved to the quiet little village of Hinamizawa in the summer of 1983, and quickly becomes inseparable friends with schoolmates Rena Ryuuguu, Mion Sonozaki, Satoko Houjou, and...","Geneon Entertainment USA initially licensed and distributed the first season of Higurashi no Naku Koro ni as When They Cry until their closure in 2007. Funimation later distributed the Geneon release,...",https://myanimelist.net/anime/934/Higurashi_no_Naku_Koro_ni
877,Nana,Nana,NANA [ナナ],,2006,spring,Spring 2006,8.57,305752,124,294,789560,35829,47,TV,Finished Airing,False,True,22 min per ep,R+ - Mild Nudity,Manga,Wednesdays at 23:25 (JST),2006-04-05T00:00:00+00:00,2007-03-28T00:00:00+00:00,https://www.youtube-nocookie.com/embed/NtXI90cMN10?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Madhouse,1,VAP|Nippon Television Network|Shueisha,3,VIZ Media|Sentai Filmworks,2,Drama|Romance,2,Adult Cast|Love Polygon|Music,3,Shoujo,1,"Departing from their respective hometowns, two young women with identical names are brought together in their pursuit of new beginnings. With their hearts set on going to Tokyo, Nana Komatsu dreams ab...","After the release of the first episode on April 5, 2006, Nana's highest TV rating was 6.3% in the Kanto region, making it the first late-night anime to reach the top 10 of the weekly audience ranking....",https://myanimelist.net/anime/877/Nana
857,Air Gear,Air Gear,エア・ギア,,2006,spring,Spring 2006,7.48,186627,2229,742,373685,3807,25,TV,Finished Airing,False,True,24 min per ep,R+ - Mild Nudity,Manga,Wednesdays at 01:00 (JST),2006-04-05T00:00:00+00:00,2006-09-27T00:00:00+00:00,https://www.youtube-nocookie.com/embed/9lKEW0lvqcs?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Toei Animation,1,Marvelous Entertainment|Kodansha,2,ADV Films|Funimation,2,Sports|Ecchi,2,Delinquents|School,2,Shounen,1,"Air Trecks, also known as AT, are motorized and futuristic inline skates that are the new craze taking the nation by storm. Although each AT comes with a speed limiter, a community of daredevils known...",Air Gear adapts chapters 1-103 of the original manga.,https://myanimelist.net/anime/857/Air_Gear
861,xxxHOLiC,xxxHOLiC,×××HOLiC（ホリック）,,2006,spring,Spring 2006,7.97,128493,794,794,350012,4913,24,TV,Finished Airing,False,True,24 min per ep,PG-13 - Teens 13 or older,Manga,Fridays at 01:25 (JST),2006-04-07T00:00:00+00:00,2006-09-29T00:00:00+00:00,https://www.youtube-nocookie.com/embed/zOoZgS7eiBg?enablejsapi=1&wmode=opaque&autoplay=1,False,True,Production I.G,1,TBS|BMG Japan|Kids Station|Kodansha|Movic|Fonishia,6,Funimation,1,Comedy|Drama|Mystery|Supernatural,4,,0,Seinen,1,"Kimihiro Watanuki can see spirits and other assorted supernatural creatures, which is quite a bothersome ability he strongly dislikes. On the way home one day, while plagued by some spirits, he is ine...",,https://myanimelist.net/anime/861/xxxHOLiC
856,Utawarerumono,Utawarerumono,うたわれるもの,The One Being Sung,2006,spring,Spring 2006,7.61,68475,1738,1523,183174,1205,26,TV,Finished Airing,False,True,23 min per ep,R - 17+ (violence & profanity),Visual novel,Tuesdays at 02:40 (JST),2006-04-04T00:00:00+00:00,2006-09-26T00:00:00+00:00,https://www.youtube-nocookie.com/embed/VLJbQuoO-zU?enablejsapi=1&wmode=opaque&autoplay=1,False,True,OLM,1,Lantis|Half H.P Studio|AQUAPLUS,3,ADV Films|Funimation,2,Action|Drama|Fantasy|Sci-Fi,4,,0,,0,"An injured man is found in the woods by a girl named Eruruu, and everything about him is mysterious. Without knowledge of his past nor even his own name, he is welcomed to Eruruu's home and is given t...",Both Rikiya Koyama (voice of Hakuoro) and Miyuki Sawashiro (voice of Aruruu) of were nominated as Best Leading Actor and Best Supporting Actress in the first ever Seiyu Awards for their roles in Utawa...,https://myanimelist.net/anime/856/Utawarerumono
